,doc_type,dest_title,source_title,dest_path,source_arxiv_url,match_type,matched_info,matched_text
81,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,Efficient Task-Specific Data Valuation for Nearest Neighbor Algorithms,26955.txt,http://arxiv.org/abs/1908.08619v4,by_author_abbreviation,D\. Song,"–42. 
J. Kos, I. Fischer, and D. Song, “Adversarial examples for gen"
82,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,Efficient Task-Specific Data Valuation for Nearest Neighbor Algorithms,26955.txt,http://arxiv.org/abs/1908.08619v4,by_author_abbreviation,D\. Song,"ao, A. Prakash, T. Kohno, and D. Song, “Robust 
physical-world  atta"
83,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,Efficient Task-Specific Data Valuation for Nearest Neighbor Algorithms,26955.txt,http://arxiv.org/abs/1908.08619v4,by_author_abbreviation,D\. Song,"Ú. Erlingsson,  J. Kos,  and  D. Song,  “The  Secret  Sharer:  Evalu"
84,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,Adequate and fair explanations,26955.txt,http://arxiv.org/abs/2001.07578v1,by_author_abbreviation,C\. Russell," Wachter, B. Mittelstadt, and C. Russell, “Counterfactual Explanations "
85,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,The Mythos of Model Interpretability,26955.txt,http://arxiv.org/abs/1606.03490v3,by_author_abbreviation,Z\. C. Lipton,"vol. 1, no. 5, p. 206, 2019. 
Z. C. Lipton, “The mythos of model interpre"
86,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,Learning Interpretable Concept-Based Models with Human Feedback,26955.txt,http://arxiv.org/abs/2012.02898v1,by_author_abbreviation,F\. Doshi-Velez,", p. arXiv:1702.08608, 2017. 
F. Doshi-Velez and B. Kim, “Towards A Rigorou"
87,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,Model-Agnostic Interpretability of Machine Learning,26955.txt,http://arxiv.org/abs/1606.05386v1,by_author_abbreviation,S\. Singh,"014. 
[119]  M. T.  Ribeiro,  S. Singh,  and  C. Guestrin,  “Why  sho"
88,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,Model-Agnostic Interpretability of Machine Learning,26955.txt,http://arxiv.org/abs/1606.05386v1,by_author_abbreviation,C\. Guestrin,"T.  Ribeiro,  S. Singh,  and  C. Guestrin,  “Why  should  I  trust  you?"
89,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,Interpretable Classification Models for Recidivism Prediction,26955.txt,http://arxiv.org/abs/1503.07810v6,by_author_abbreviation,C\. Rudin,"vol. 51, no. 5, p. 93, 2019. 
C. Rudin, “Stop explaining black box ma"
90,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,Open the Black Box Data-Driven Explanation of Black Box Decision Systems,26955.txt,http://arxiv.org/abs/1806.09936v1,by_author_abbreviation,D\. Pedreschi," F. Turini, F. Giannotti, and D. Pedreschi, “A survey of methods for 
[51"
91,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,Open the Black Box Data-Driven Explanation of Black Box Decision Systems,26955.txt,http://arxiv.org/abs/1806.09936v1,by_author_abbreviation,F\. Giannotti,"eale, S. Ruggieri, F. Turini, F. Giannotti, and D. Pedreschi, “A survey o"
92,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,Open the Black Box Data-Driven Explanation of Black Box Decision Systems,26955.txt,http://arxiv.org/abs/1806.09936v1,by_author_abbreviation,R\. Guidotti,". IEEE, 2018, pp. 0210–0215. 
R. Guidotti, A. Monreale, S. Ruggieri, F. "
93,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,Open the Black Box Data-Driven Explanation of Black Box Decision Systems,26955.txt,http://arxiv.org/abs/1806.09936v1,by_author_abbreviation,A\. Monreale," pp. 0210–0215. 
R. Guidotti, A. Monreale, S. Ruggieri, F. Turini, F. Gi"
94,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,Open the Black Box Data-Driven Explanation of Black Box Decision Systems,26955.txt,http://arxiv.org/abs/1806.09936v1,by_author_abbreviation,S\. Ruggieri,"5. 
R. Guidotti, A. Monreale, S. Ruggieri, F. Turini, F. Giannotti, and "
95,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,Open the Black Box Data-Driven Explanation of Black Box Decision Systems,26955.txt,http://arxiv.org/abs/1806.09936v1,by_author_abbreviation,F\. Turini,"ti, A. Monreale, S. Ruggieri, F. Turini, F. Giannotti, and D. Pedresch"
96,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,Manipulating and Measuring Model Interpretability,26955.txt,http://arxiv.org/abs/1802.07810v4,by_author_abbreviation,J\. Wortman Vaughan,"J. Morgenstern, B. Vecchione, J. Wortman Vaughan, H. Wallach, I. Daume, Hal, an"
97,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,Manipulating and Measuring Model Interpretability,26955.txt,http://arxiv.org/abs/1802.07810v4,by_author_abbreviation,H\. Wallach,"ecchione, J. Wortman Vaughan, H. Wallach, I. Daume, Hal, and 
[47] 
K. "
98,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,Optimal Sparse Decision Trees,26955.txt,http://arxiv.org/abs/1904.12847v5,by_author_abbreviation,C\. Rudin,"vol. 51, no. 5, p. 93, 2019. 
C. Rudin, “Stop explaining black box ma"
99,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,Veridical Data Science,26955.txt,http://arxiv.org/abs/1901.08152v5,by_author_abbreviation,B\. Yu,". Kumbier, R. Abbasi-Asl, and B. Yu, “Interpretable machine learni"
100,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,Veridical Data Science,26955.txt,http://arxiv.org/abs/1901.08152v5,by_author_abbreviation,K\. Kumbier,"19. 
W. J. Murdoch, C. Singh, K. Kumbier, R. Abbasi-Asl, and B. Yu, “In"
101,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,"Compressive-Sensing Data Reconstruction for Structural Health
  Monitoring: A Machine-Learning Approach",26955.txt,http://arxiv.org/abs/1901.01995v2,by_author_abbreviation,H\. Li,"W), 2018, pp. 1–7. 
B. Liang, H. Li, M. Su, P. Bian, X. Li, and W."
102,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,GLocalX -- From Local to Global Explanations of Black Box AI Models,26955.txt,http://arxiv.org/abs/2101.07685v2,by_author_abbreviation,R\. Guidotti,". IEEE, 2018, pp. 0210–0215. 
R. Guidotti, A. Monreale, S. Ruggieri, F. "
103,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,GLocalX -- From Local to Global Explanations of Black Box AI Models,26955.txt,http://arxiv.org/abs/2101.07685v2,by_author_abbreviation,A\. Monreale," pp. 0210–0215. 
R. Guidotti, A. Monreale, S. Ruggieri, F. Turini, F. Gi"
104,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,GLocalX -- From Local to Global Explanations of Black Box AI Models,26955.txt,http://arxiv.org/abs/2101.07685v2,by_author_abbreviation,F\. Turini,"ti, A. Monreale, S. Ruggieri, F. Turini, F. Giannotti, and D. Pedresch"
105,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,GLocalX -- From Local to Global Explanations of Black Box AI Models,26955.txt,http://arxiv.org/abs/2101.07685v2,by_author_abbreviation,D\. Pedreschi," F. Turini, F. Giannotti, and D. Pedreschi, “A survey of methods for 
[51"
106,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,GLocalX -- From Local to Global Explanations of Black Box AI Models,26955.txt,http://arxiv.org/abs/2101.07685v2,by_author_abbreviation,F\. Giannotti,"eale, S. Ruggieri, F. Turini, F. Giannotti, and D. Pedreschi, “A survey o"
107,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,Interpretable Convolutional Filters with SincNet,26955.txt,http://arxiv.org/abs/1811.09725v2,by_author_abbreviation,Y\. Bengio,"rithms. 
[41] 
I. Goodfellow, Y. Bengio, and A. Courville, Deep learni"
108,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,Interpretable Convolutional Filters with SincNet,26955.txt,http://arxiv.org/abs/1811.09725v2,by_author_abbreviation,Y\. Bengio,", S. Ozair, A. Courville, and Y. Bengio, 
[42] 
“Generative Adversaria"
109,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,Explaining Black-box Android Malware Detection,26955.txt,http://arxiv.org/abs/1803.03544v2,by_author_abbreviation,B\. Biggio,", p. arXiv:1702.02284, 2017. 
B. Biggio, B. Nelson, and P. Laskov, “Po"
110,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,"Predictive and Causal Implications of using Shapley Value for Model
  Interpretation",26955.txt,http://arxiv.org/abs/2008.05052v1,by_author_abbreviation,S\. Ma,". Su, J. Krause, S. Satheesh, S. Ma, Z. Huang, A. Karpathy, A. Kho"
111,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,"""Why Should I Trust You?"": Explaining the Predictions of Any Classifier",26955.txt,http://arxiv.org/abs/1602.04938v3,by_author_abbreviation,S\. Singh,"014. 
[119]  M. T.  Ribeiro,  S. Singh,  and  C. Guestrin,  “Why  sho"
112,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,"""Why Should I Trust You?"": Explaining the Predictions of Any Classifier",26955.txt,http://arxiv.org/abs/1602.04938v3,by_author_abbreviation,C\. Guestrin,"T.  Ribeiro,  S. Singh,  and  C. Guestrin,  “Why  should  I  trust  you?"
113,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,Neural-Symbolic Reasoning on Knowledge Graphs,26955.txt,http://arxiv.org/abs/2010.05446v3,by_author_abbreviation,L\. Zhang,"n, I. Mironov, K. Talwar, and L. Zhang, “Deep learning with 
differen"
114,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,"Fooling LIME and SHAP: Adversarial Attacks on Post hoc Explanation
  Methods",26955.txt,http://arxiv.org/abs/1911.02508v2,by_author_abbreviation,S\. Singh,"014. 
[119]  M. T.  Ribeiro,  S. Singh,  and  C. Guestrin,  “Why  sho"
115,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,"Learning Qualitatively Diverse and Interpretable Rules for
  Classification",26955.txt,http://arxiv.org/abs/1806.08716v2,by_author_abbreviation,F\. Doshi-Velez,", p. arXiv:1702.08608, 2017. 
F. Doshi-Velez and B. Kim, “Towards A Rigorou"
116,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,"Enforcing Interpretability and its Statistical Impacts: Trade-offs
  between Accuracy and Interpretability",26955.txt,http://arxiv.org/abs/2010.13764v2,by_author_abbreviation,S\. Ben-David," 2014. 
S. Shalev-Shwartz and S. Ben-David, Understanding machine learnin"
117,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,Interpretable Sequence Learning for COVID-19 Forecasting,26955.txt,http://arxiv.org/abs/2008.00646v2,by_author_abbreviation,S\. Singh,"014. 
[119]  M. T.  Ribeiro,  S. Singh,  and  C. Guestrin,  “Why  sho"
118,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,Interpretable Sequence Learning for COVID-19 Forecasting,26955.txt,http://arxiv.org/abs/2008.00646v2,by_author_abbreviation,L\. Zhang,"n, I. Mironov, K. Talwar, and L. Zhang, “Deep learning with 
differen"
119,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,Explaining Deep Learning Models - A Bayesian Non-parametric Approach,26955.txt,http://arxiv.org/abs/1811.03422v1,by_author_abbreviation,S\. Huang,"telligence. 2011, pp. 43–58. 
S. Huang, N. Papernot, I. Goodfellow, Y"
120,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,"Interpretable Multimodal Learning for Intelligent Regulation in Online
  Payment Systems",26955.txt,http://arxiv.org/abs/2006.05669v1,by_author_abbreviation,S\. Wang," 
X. Huang,  M. Kwiatkowska,  S. Wang,  and  M. Wu,  “Safety  verifi"
121,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,"Interpretable Deep Learning: Interpretations, Interpretability,
  Trustworthiness, and Beyond",26955.txt,http://arxiv.org/abs/2103.10689v1,by_author_abbreviation,X\. Li,"Liang, H. Li, M. Su, P. Bian, X. Li, and W. Shi, “Deep text classi"
122,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,"Interpretable Deep Learning: Interpretations, Interpretability,
  Trustworthiness, and Beyond",26955.txt,http://arxiv.org/abs/2103.10689v1,by_author_abbreviation,X\. Li,"Liang, H. Li, M. Su, P. Bian, X. Li, and W. Shi, “Deep text classi"
123,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,"Interpretable Deep Learning: Interpretations, Interpretability,
  Trustworthiness, and Beyond",26955.txt,http://arxiv.org/abs/2103.10689v1,by_author_abbreviation,X\. Wu," 
N. Papernot,  P. McDaniel,  X. Wu,  S. Jha,  and  A. Swami,  “Di"
124,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,Local Rule-Based Explanations of Black Box Decision Systems,26955.txt,http://arxiv.org/abs/1805.10820v1,by_author_abbreviation,R\. Guidotti,". IEEE, 2018, pp. 0210–0215. 
R. Guidotti, A. Monreale, S. Ruggieri, F. "
125,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,Local Rule-Based Explanations of Black Box Decision Systems,26955.txt,http://arxiv.org/abs/1805.10820v1,by_author_abbreviation,A\. Monreale," pp. 0210–0215. 
R. Guidotti, A. Monreale, S. Ruggieri, F. Turini, F. Gi"
126,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,Local Rule-Based Explanations of Black Box Decision Systems,26955.txt,http://arxiv.org/abs/1805.10820v1,by_author_abbreviation,S\. Ruggieri,"5. 
R. Guidotti, A. Monreale, S. Ruggieri, F. Turini, F. Giannotti, and "
127,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,Local Rule-Based Explanations of Black Box Decision Systems,26955.txt,http://arxiv.org/abs/1805.10820v1,by_author_abbreviation,D\. Pedreschi," F. Turini, F. Giannotti, and D. Pedreschi, “A survey of methods for 
[51"
128,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,Local Rule-Based Explanations of Black Box Decision Systems,26955.txt,http://arxiv.org/abs/1805.10820v1,by_author_abbreviation,F\. Turini,"ti, A. Monreale, S. Ruggieri, F. Turini, F. Giannotti, and D. Pedresch"
129,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,Local Rule-Based Explanations of Black Box Decision Systems,26955.txt,http://arxiv.org/abs/1805.10820v1,by_author_abbreviation,F\. Giannotti,"eale, S. Ruggieri, F. Turini, F. Giannotti, and D. Pedreschi, “A survey o"
130,oecd,THE ROBUSTNESS AND EXPLAINABILITY OF ARTIFICIAL INTELLIGENCE,"Explaining Vulnerabilities of Deep Learning to Adversarial Malware
  Binaries",26955.txt,http://arxiv.org/abs/1901.03583v2,by_author_abbreviation,B\. Biggio,", p. arXiv:1702.02284, 2017. 
B. Biggio, B. Nelson, and P. Laskov, “Po"
131,oecd,CDEI SNAPSHOT PAPER: FACIAL RECOGNITION TECHNOLOGY,"What does it mean to solve the problem of discrimination in hiring?
  Social, technical and legal perspectives from the UK on automated hiring
  systems",26709.txt,http://arxiv.org/abs/1910.06144v2,by_author,Lilian Edwards,"I & University of Winchester)
Lilian Edwards (Professor of Law, Innovation "
132,oecd,CDEI SNAPSHOT PAPER: FACIAL RECOGNITION TECHNOLOGY,Model Cards for Model Reporting,26709.txt,http://arxiv.org/abs/1810.03993v2,by_author,Margaret Mitchell," 
Life, Bangor University)
•  Margaret Mitchell (Senior 
Research Engineer, Go"
133,oecd,TOWARDS TRUSTWORTHY AI: MALTAS ETHICAL AI FRAMEWORK 2019,Explainable AI for Interpretable Credit Scoring,24993.txt,http://arxiv.org/abs/2012.03749v1,by_author,Alexiei Dingli,"manuel Darmanin 
Member
Prof. Alexiei Dingli 
Member
Dr. Abdalla Kablan 
Me"
134,oecd,LEADING THE WAY INTO THE AGE OF ARTIFICIAL INTELLIGENCE,"A Decision-Theoretic Approach for Model Interpretability in Bayesian
  Framework",24199.txt,http://arxiv.org/abs/1910.09358v2,by_author,Samuel Kaski,"ased on them compiled by: 
•  Samuel Kaski, Academy Professor at Aalto Un"
135,oecd,LEADING THE WAY INTO THE AGE OF ARTIFICIAL INTELLIGENCE,"A Decision-Theoretic Approach for Model Interpretability in Bayesian
  Framework",24199.txt,http://arxiv.org/abs/1910.09358v2,by_author,Samuel Kaski,"ent)
Sonja Ängeslevä (Zynga) 
Samuel Kaski (Aalto University)
Antti Vasar"
136,oecd,LEADING THE WAY INTO THE AGE OF ARTIFICIAL INTELLIGENCE,"A Decision-Theoretic Approach for Model Interpretability in Bayesian
  Framework",24199.txt,http://arxiv.org/abs/1910.09358v2,by_author,Samuel Kaski,"scher, Leadership Akatemia
•  Samuel Kaski, Aalto University
•  Ilkka Kiv"
137,oecd,LEADING THE WAY INTO THE AGE OF ARTIFICIAL INTELLIGENCE,"A Decision-Theoretic Approach for Model Interpretability in Bayesian
  Framework",24199.txt,http://arxiv.org/abs/1910.09358v2,by_author,Samuel Kaski,"ieto
•  Topi Järvinen, PwC
•  Samuel Kaski, Aalto University
•  Outi Kesk"
138,oecd,LEADING THE WAY INTO THE AGE OF ARTIFICIAL INTELLIGENCE,"A Decision-Theoretic Approach for Model Interpretability in Bayesian
  Framework",24199.txt,http://arxiv.org/abs/1910.09358v2,by_author,Samuel Kaski,"  Antti Karjaluoto, DIMECC
•  Samuel Kaski, Aalto University 
•  Ilkka Ki"
139,oecd,NIST PRINCIPLES FOR EXPLAINABLE AI,"Explanation in Human-AI Systems: A Literature Meta-Review, Synopsis of
  Key Ideas and Publications, and Bibliography for Explainable AI",26746.txt,http://arxiv.org/abs/1902.01876v1,by_arxiv_id,1902.01876,"hy for Explainable AI.  arXiv:1902.01876 [cs].  arXiv: 
1902.01876. 
["
140,oecd,NIST PRINCIPLES FOR EXPLAINABLE AI,"Explanation in Human-AI Systems: A Literature Meta-Review, Synopsis of
  Key Ideas and Publications, and Bibliography for Explainable AI",26746.txt,http://arxiv.org/abs/1902.01876v1,by_arxiv_id,1902.01876,"Xiv:1902.01876 [cs].  arXiv: 
1902.01876. 
[62]  Nisbett,  R.  E.,  Wi"
141,oecd,NIST PRINCIPLES FOR EXPLAINABLE AI,Towards A Rigorous Science of Interpretable Machine Learning,26746.txt,http://arxiv.org/abs/1702.08608v2,by_arxiv_id,1702.08608,"earning. arXiv preprint arXiv:1702.08608. 
[17]  Edmond, G., Towler, A"
142,oecd,NIST PRINCIPLES FOR EXPLAINABLE AI,Manipulating and Measuring Model Interpretability,26746.txt,http://arxiv.org/abs/1802.07810v4,by_arxiv_id,1802.07810,"Model Interpretability. arXiv:1802.07810 [cs]. 
arXiv: 1802.07810. 
[7"
143,oecd,NIST PRINCIPLES FOR EXPLAINABLE AI,Manipulating and Measuring Model Interpretability,26746.txt,http://arxiv.org/abs/1802.07810v4,by_arxiv_id,1802.07810,"rXiv:1802.07810 [cs]. 
arXiv: 1802.07810. 
[70]  Pronin,  E. (2009).  "
144,oecd,NIST PRINCIPLES FOR EXPLAINABLE AI,"The Role of Individual User Differences in Interpretable and Explainable
  Machine Learning Systems",26746.txt,http://arxiv.org/abs/2009.06675v1,by_author,Reva Schwartz,"authors thank Kristen Greene, Reva Schwartz, Brian Stanton, Amy Yates, and"
145,oecd,NIST PRINCIPLES FOR EXPLAINABLE AI,"The Role of Individual User Differences in Interpretable and Explainable
  Machine Learning Systems",26746.txt,http://arxiv.org/abs/2009.06675v1,by_author,David A. Broniatowski,"na A. Hahn 
Peter C. Fontana 
David A. Broniatowski 
Mark A. Przybocki 
This draft"
146,oecd,NIST PRINCIPLES FOR EXPLAINABLE AI,"The Role of Individual User Differences in Interpretable and Explainable
  Machine Learning Systems",26746.txt,http://arxiv.org/abs/2009.06675v1,by_author,David A. Broniatowski,"mation Technology Laboratory 
David A. Broniatowski 
Information Technology Labora"
147,oecd,WHITE HOUSE SUMMIT ON AI IN GOVERNMENT,"Don't Explain without Verifying Veracity: An Evaluation of Explainable
  AI with Video Activity Recognition",25002.txt,http://arxiv.org/abs/2005.02335v1,by_author_abbreviation,C\. Roy," Dr. soc. 
2001, p. 885, obs. C. Roy-Loustaunau), a lack of informa"
148,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,Ground Truth Evaluation of Neural Network Explanations with CLEVR-XAI,26961.txt,http://arxiv.org/abs/2003.07258v2,by_author,Wojciech Samek,"ons,” see id., 41-43.
14 
13  Wojciech Samek, Thomas Wiegand & Klaus-Robert"
149,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,"How Much Can I Trust You? -- Quantifying Uncertainties in Explaining
  Neural Networks",26961.txt,http://arxiv.org/abs/2006.09000v1,by_author,Klaus-Robert Müller,"ciech Samek, Thomas Wiegand & Klaus-Robert Müller, Explainable 
Artificial Intel"
150,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,Towards Best Practice in Explaining Neural Network Decisions with LRP,26961.txt,http://arxiv.org/abs/1910.09840v3,by_author,Wojciech Samek,"ons,” see id., 41-43.
14 
13  Wojciech Samek, Thomas Wiegand & Klaus-Robert"
151,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,Pruning by Explaining: A Novel Criterion for Deep Neural Network Pruning,26961.txt,http://arxiv.org/abs/1912.08881v3,by_author,Klaus-Robert Müller,"ciech Samek, Thomas Wiegand & Klaus-Robert Müller, Explainable 
Artificial Intel"
152,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,Pruning by Explaining: A Novel Criterion for Deep Neural Network Pruning,26961.txt,http://arxiv.org/abs/1912.08881v3,by_author,Wojciech Samek,"ons,” see id., 41-43.
14 
13  Wojciech Samek, Thomas Wiegand & Klaus-Robert"
153,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,"On the Explanation of Machine Learning Predictions in Clinical Gait
  Analysis",26961.txt,http://arxiv.org/abs/1912.07737v2,by_author,Wojciech Samek,"ons,” see id., 41-43.
14 
13  Wojciech Samek, Thomas Wiegand & Klaus-Robert"
154,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,The Clever Hans Effect in Anomaly Detection,26961.txt,http://arxiv.org/abs/2006.10609v1,by_author,Klaus-Robert Müller,"ciech Samek, Thomas Wiegand & Klaus-Robert Müller, Explainable 
Artificial Intel"
155,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,Towards Explainable Artificial Intelligence,26961.txt,http://arxiv.org/abs/1909.12072v1,by_author,Wojciech Samek,"ons,” see id., 41-43.
14 
13  Wojciech Samek, Thomas Wiegand & Klaus-Robert"
156,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,Towards Explainable Artificial Intelligence,26961.txt,http://arxiv.org/abs/1909.12072v1,by_author,Klaus-Robert Müller,"ciech Samek, Thomas Wiegand & Klaus-Robert Müller, Explainable 
Artificial Intel"
157,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,"Explainable Artificial Intelligence: Understanding, Visualizing and
  Interpreting Deep Learning Models",26961.txt,http://arxiv.org/abs/1708.08296v1,by_arxiv_id,1708.08296,"(2017), https://arxiv.org/abs/1708.08296.
For instance, advances in co"
158,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,"Explainable Artificial Intelligence: Understanding, Visualizing and
  Interpreting Deep Learning Models",26961.txt,http://arxiv.org/abs/1708.08296v1,by_author,Wojciech Samek,"ons,” see id., 41-43.
14 
13  Wojciech Samek, Thomas Wiegand & Klaus-Robert"
159,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,"Explainable Artificial Intelligence: Understanding, Visualizing and
  Interpreting Deep Learning Models",26961.txt,http://arxiv.org/abs/1708.08296v1,by_author,Thomas Wiegand,"1-43.
14 
13  Wojciech Samek, Thomas Wiegand & Klaus-Robert Müller, Explain"
160,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,"Explainable Artificial Intelligence: Understanding, Visualizing and
  Interpreting Deep Learning Models",26961.txt,http://arxiv.org/abs/1708.08296v1,by_author,Klaus-Robert Müller,"ciech Samek, Thomas Wiegand & Klaus-Robert Müller, Explainable 
Artificial Intel"
161,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,"Representation, Justification and Explanation in a Value Driven Agent:
  An Argumentation-Based Approach",26961.txt,http://arxiv.org/abs/1812.05362v2,by_author_abbreviation,M\. Anderson,"te 
7.
20 See generally James M. Anderson et al., Autonomous Vehicle Tec"
162,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,Towards A Rigorous Science of Interpretable Machine Learning,26961.txt,http://arxiv.org/abs/1702.08608v2,by_arxiv_id,1702.08608,"2017), https://
arxiv.org/abs/1702.08608. For visualization techniques"
163,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,Towards A Rigorous Science of Interpretable Machine Learning,26961.txt,http://arxiv.org/abs/1702.08608v2,by_author,Finale Doshi-Velez,"mputing 
Syss. Procs. (2018); Finale Doshi-Velez & Been Kim, Towards a Rigorous"
